text,aspect,label
"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",General Tao chicken,negative
"The service, wine selection, ambiance are all outstanding and deserve recognition.",ambiance,positive
Awsome Pizza especially the Margheritta slice.,Pizza,positive
"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dinner,positive
Our server was very helpful and friendly.,server,positive
(and I have eaten my share) Which impresses me for having such a large amount of people to serve.,serve,positive
i would just ask for no oil next time.,oil,negative
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",lunch,neutral
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",oysters,positive
The bagels are also reasonably priced for NYC.,bagels,positive
The appetizers are just OK and the main courses were decidedly subpar.,main courses,negative
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fish and chips,negative
It's easy to get a table for a large group and you don't get hustled out.,table,positive
Acceptable prices.,prices,positive
The service is fine and they allow you to enjoy the view.,view,positive
But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,specials,positive
"The service was a bit slow, but they were very friendly.",service,negative
We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,sake,neutral
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",flour,positive
"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",space,neutral
"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",fish dishes,positive
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Indian food,positive
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,positive
"The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",chef,positive
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,appetizing,positive
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",desserts,positive
The place's decor and hidden bathrooms made for a good laugh.,decor,positive
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",menu,neutral
I must say it's a little pricey for the food because it was not as spectacular as the view.,food,negative
"Service here was great, food was fantastic.",food,positive
Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,Obv caviar,positive
"We didn't even see a menu, as our waiter described both the specials and the main dishes.",specials,neutral
Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,Sake,positive
Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,sandwich,positive
I would highly recommand requesting a table by the window.,table by the window,positive
"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",main course,negative
Went on a double date with friend and his girlfriend for a few drinks and appetizers.,drinks,neutral
"Tasty steak, pork loin, the works.",steak,positive
"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",food,neutral
The price was extremely reasonable for the appetizers and food we ate.,food,positive
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",brunch,neutral
What generous portions!,portions,positive
