"@id","text","aspectTerms__aspectTerm__@from","aspectTerms__aspectTerm__@polarity","aspectTerms__aspectTerm__@term","aspectTerms__aspectTerm__@to","aspectCategories__aspectCategory__@category","aspectCategories__aspectCategory__@polarity"
"10053","V menu si vybere každý.","2","positive","menu","6","food","positive"
"10050","Po snědění hovězího líčka se zauzenou kaší a vypití 0,5 l piva bych čekala zasycení jako v jiné restauraci nebo jako při 1. návštěvě (stejk, domácí pečivo, 0,5l piva).","11","negative","hovězího líčka se zauzenou kaší","42","food","negative"
"","","134","neutral","stejk","139","",""
"","","161","neutral","piva","165","",""
"","","141","neutral","domácí pečivo","154","",""
"","","58","negative","piva","62","",""
"2119","PS: obsluha byla ok","4","neutral","obsluha","11","service","neutral"
"10051","diky moc jidlo nema chybu!!!!","9","positive","jidlo","14","food","positive"
"10048","Zklamáním ale bylo odklízení nádobí, dovážka čistého nádobí do baru.","","","","","service","negative"
"2132","Už 2 měsíce dopředu mají všechny stoly obsazené","","","","","",""
"10047","Jsme tu snad každý den na obědě a musím uznat, že ani jednou jsem se nezklamal.","26","positive","obědě","31","food","positive"
"2131","Tři plátky sýra nevalné kvality taky zážitek nezlepšily","11","negative","sýra","15","food","negative"
"2130","trochu presolena omacka, ale jinak luxus","17","positive","omacka","23","food","positive"
"10049","Už jsme se jednou spálili v této resturaci a dlouhoooo zase nepůjdeme.","33","negative","resturaci","42","anecdotes/miscellaneous","negative"
"968","Známí to štěstí měli, ale nebyli spokojeni s jídlem","45","neutral","jídlem","51","food","negative"
"10044","Jak můžou v dnešní době ještě existovat.","","","","","anecdotes/miscellaneous","negative"
"10043","Jezdíme sem od samého začátku a bohužel už to není to co to bývalo.","","","","","anecdotes/miscellaneous","negative"
"10046","Opakovaně jsem zde byl s obsluhou nespokojen, dnes jsem opět po roce vyzkoušel a opět se nic nezměnilo.","25","negative","obsluhou","33","service","negative"
"10045","Ale největší extrém jsme zažily při placení kdy podnapilí blonďatý číšník se nás snažil nejen okrást ale na dotaz jestli nám vrátí zbytek peněz tak začal po nás hulákat že je majitel že nám nic nedá a vyhržoval že po nás hodí sklenicí.......","67","negative","číšník","73","service","negative"
"","","36","negative","placení","43","price","negative"
"","","175","negative","majitel","182","",""
"961","Zajeďte si do Soběsuk u Nepomuka a nebudete litovat","","","","","anecdotes/miscellaneous","positive"
"1809","Odpověd zní: prodají Vám jídlo s nevalné ceny a kvality","25","negative","jídlo","30","food","negative"
"","","41","negative","ceny","45","price","negative"
"1807","Obsluha velmi milá, pozorná a rychlá","0","positive","Obsluha","7","service","positive"
"1806","Obsluha se chovala, pokud tedy přišla (což se nestávalo moc často) vcelku profesionálně a příjemně","","","","","",""
"1805","Obsluha nevtíravá, svižná","0","positive","Obsluha","7","service","positive"
"1804","Obsluha nás úplně ignorovala","0","positive","Obsluha","7","service","negative"
"558","v sobotu jsme u vas měli akci,vše bylo velmi dobré zvláště velmi ochotný personal s takovou službou na velmi dobré urovni jsme se dlouho nesetkali","73","positive","personal","81","service","positive"
"","","","","","","anecdotes/miscellaneous","positive"
"1802","Obsluha katastrofální, sotva pozdraví, k pití Vám nabízejí místo obyč matonky, kterou také mají nějakou speciální 0,75l vody za 95 Kč, s kuchařem se tam hádají na place (mají ""otevřenou kuchyň"") výrazy nelze ani publikovat a smrdíte jako hranolka, protože tam asi není vůbec odtah","186","neutral","kuchyň","192","food","neutral"
"","","41","neutral","pití","45","service","negative"
"","","137","neutral","kuchařem","145","ambience","negative"
"","","238","neutral","hranolka","246","price","negative"
"","","120","neutral","vody","124","",""
"","","0","negative","Obsluha","7","",""
"559","včera jsem tam byl na zabijačkovych hodech bylo všechno vynikajici mňam ,doporučuji pivo je dobře chlazené a číšnice šikovná a přívětivá,doporučuji všem a je tam všude čisto","84","positive","pivo","88","food","positive"
"","","109","positive","číšnice","116","service","positive"
"","","22","positive","zabijačkovych hodech","42","ambience","positive"
"","","","","","","anecdotes/miscellaneous","positive"
"1801","Obsluha byla příjemná (mnohem víc než v mnohých restauracích, kam jdeme jen tak, bez voucheru), jídlo opět vynikající!","96","positive","jídlo","101","food","positive"
"","","85","neutral","voucheru","93","service","positive"
"","","0","positive","Obsluha","7","anecdotes/miscellaneous","neutral"
"1800","Obsluha byla mila","0","positive","Obsluha","7","service","positive"
"556","UZ NIKDY VICE TAKHLE NEVYHODIME PENIZE","32","negative","PENIZE","38","price","negative"
"","","","","","","anecdotes/miscellaneous","negative"
"557","V prosince tam jdu na 2 oslavy a těším se","","","","","anecdotes/miscellaneous","positive"
"10040","Je to dobrej clovek, ale zname ho jen jako obsluhu a to nikdy nezklamal.","13","positive","clovek","19","service","positive"
"","","43","positive","obsluhu","50","",""
"554","tohle neeeeeeeeee opravdu si myslim ze jeste ziji s doby komancu","","","","","anecdotes/miscellaneous","negative"
"10041","Jídlo, vždy spokojenost.","0","positive","Jídlo","5","food","positive"
"555","uplna katastrofa personal uplne nezajem kuchar u recepce chlastal pivo , a na kuchyn vubec nehledel servirky mely ocividne uplne neco jineho na praci nez se venovat hostum pomala obsluha plne popelniky jidlo stalo take za prd","179","negative","obsluha","186","food","negative"
"","","17","negative","personal","25","service","negative"
"","","202","negative","jidlo","207","ambience","negative"
"","","100","negative","servirky","108","",""
"","","40","negative","kuchar","46","",""
"10042","Spolu s vyššími cenami jídla to přičítám zoufalému nedostatku konkurence v oblasti.","23","neutral","jídla","28","food","neutral"
"","","16","negative","cenami","22","price","negative"
"552","tlačenka a pivo vyborné,super jidla,vše výborné","30","positive","jidla","35","food","positive"
"","","11","positive","pivo","15","anecdotes/miscellaneous","positive"
"","","0","positive","tlačenka","8","",""
"2125","Šli jsme s kamarádem s kupónem na dva hamburgery a přiznávám, že toto byly nejhorší hamburgery, které jsem kdy jedl","23","neutral","kupónem","30","food","negative"
"","","84","negative","hamburgery","94","anecdotes/miscellaneous","neutral"
"","","38","negative","hamburgery","48","",""
"2123","Spíše chutnalo, jak kdyby bylo vařené a ne pečené","","","","","food","negative"
"550","Ti co si ztěžují jsou asi úplně mimo realitu,nikde jinde jsme se nesetkali s takovou ochotou","","","","","service","positive"
"551","tlacenka se rozpada ,polevka usla","0","negative","tlacenka","8","",""
"","","21","positive","polevka","28","",""
"2142","Vžsycky holt není změna k lepšímu","","","","","anecdotes/miscellaneous","negative"
"1409","Jídlo moc super","0","positive","Jídlo","5","food","positive"
"959","Za tyto peníze bych očekával opravdu gastronomický koncert","8","negative","peníze","14","price","negative"
"10039","Na všem jsme si pochutnali.","3","positive","všem","7","food","positive"
"958","Za jídlo si klidně připlatím, ale jídelní lístek a ceny jsou dost mimo","3","neutral","jídlo","8","food","negative"
"","","51","negative","ceny","55","price","negative"
"","","34","negative","jídelní lístek","48","",""
"10038","Proto mi dříve nevadilo to, že je tam tak plno, ani vyšší cena, protože to byla záruka toho, že jídlo bude dobré. Teď už si tím nejsem jistá...","58","negative","cena","62","price","negative"
"","","42","neutral","plno","46","anecdotes/miscellaneous","neutral"
"2144","Za prvé - pečivo nebyla klasická hamburgerová houska ale chlebový typ, tj. s tvrdou kůrkou","10","negative","pečivo","16","food","negative"
"560","Včera jsem tam byl s kámošem ,velmi nám chutnala chalupářská pochoutka a ta obsluha byla super kočka,bylo tam plno lidí a ještě měli i akce v saloncích bvylo tam veselo","76","positive","obsluha","83","food","positive"
"","","49","positive","chalupářská pochoutka","70","service","positive"
"10037","Při placení jsme měli na lístku 3 lahve bílého vína navíc a několik panáků becherovky.","4","negative","placení","11","price","negative"
"2143","Za druhé - myslím, že horčice do hamburgeru úplně nepatří, minimálně ne tolik, kolik jí bylo tady","22","neutral","horčice","29","food","negative"
"","","33","negative","hamburgeru","43","",""
"10036","Další varování při placení stravenkami, bude vám dáno na srozuměnou, že za vás majitel něco doplácí a vy se mu za dobrotu a lásku takto špatně odvděčujete stravenkami.","79","negative","majitel","86","service","negative"
"10035","UŽ NIKDY VÍCE!!!! JÍDLO BYLO ODPORNÉ, ZKAŽENÉ, SMRADLAVÉ A VŠUDE ŠPÍNA. OBSLUHA HROZNÁ!!!!. NEJHORŠÍ JÍDLO, CO JSEM KDY JEDLA. HNUS = HUMUS NECHODTE TAM!!!","101","negative","JÍDLO","106","food","negative"
"","","18","negative","JÍDLO","23","service","negative"
"","","72","negative","OBSLUHA","79","ambience","negative"
"10034","K chuti nám přišlo také rozlévané Rulandské šedé.","34","positive","Rulandské šedé","48","food","positive"
"1407","Jídla zajímavě postavená","0","positive","Jídla","5","food","positive"
"2140","Vyraz cisnika :-D nerikam nic, vyvalil na nas oci, ze to jako on nemuze","6","negative","cisnika","13","service","negative"
"957","Za hoďku a půl jsem tam nechal dva litry, odcházel hladový a nespokojený","","","","","food","negative"
"","","","","","","price","negative"
"","","","","","","anecdotes/miscellaneous","negative"
"10033","2.5. jsme navstivili hospudku U Stepana , necekali jsmw zazrak a take se ani nekonal.","21","neutral","hospudku U Stepana","39","anecdotes/miscellaneous","neutral"
"956","Za 500 kč si teda představuji něco jiného","","","","","price","negative"
"10032","Vývar s domácími nudlemi - slabý vývar, o domácích nudlích, které byly avizovány pochybuji.","42","negative","domácích nudlích","58","food","negative"
"","","0","negative","Vývar s domácími nudlemi","24","",""
"","","33","negative","vývar","38","",""
"1402","I kůžička, kterou jindy nejím byla moc super","2","positive","kůžička","9","food","positive"
"953","Z mého pohledu kvalita jídel kolísá, ale zda jsou použité ingredience opravdu košér posoudit nemohu, do kuchyně nechodím","15","negative","kvalita jídel","28","food","negative"
"569","VŠEM DOPORUČUJI","","","","","anecdotes/miscellaneous","positive"
"565","Velmi milý personal , podotýkám že jsem se s takvou ochotou dlouho nesetkala a proto ELMONTEX doporučuji všem","11","positive","personal","19","service","positive"
"10030","Špína, smrad z kuchyně, otrávená obsluha. Doporučení - nechodit!","33","negative","obsluha","40","service","negative"
"","","15","negative","kuchyně","22","ambience","negative"
"566","Vidim jak všichni chválí ja také chválim ,je tam výborna obsluha a velmi mi chutnalo jídlo,je toho hodně a není šizené jak jinde a ve LAFUTURU jsem byl a nebylo to k jidlu vubec mi nechutnalo ,předražené a personál neochotny nikoho si nevšímal","193","negative","předražené","203","price","negative"
"","","206","negative","personál","214","",""
"","","166","negative","jidlu","171","",""
"","","57","positive","obsluha","64","",""
"","","85","positive","jídlo","90","",""
"10031","Degustační menu exkluzivní: terinka z holoubátek - výborné, hovězí jazyk na celerovém salátu - famózní, lanýžové gnocchi se šampaňskou omáčkou - výborné, chilský sea bass - výborné, telecí líčka na červeném víně - výborné, jehněčí kolínko - super exkluzivní, cheesecake - mňam, mňam, mňam","60","positive","hovězí jazyk na celerovém salátu","92","food","positive"
"","","154","positive","chilský sea bass","170","",""
"","","104","positive","lanýžové gnocchi se šampaňskou omáčkou","142","",""
"","","28","positive","terinka z holoubátek","48","",""
"","","223","positive","jehněčí kolínko","238","",""
"","","259","positive","cheesecake","269","",""
"","","182","positive","telecí líčka na červeném víně","211","",""
"567","Vidím,že někteři lidé závidí,DOPORUČUJI","","","","","anecdotes/miscellaneous","positive"
"561","Včera jsme byly s manželem na večeři a restauraci navštívíme znovu","39","positive","restauraci","49","food","positive"
"","","30","positive","večeři","36","anecdotes/miscellaneous","positive"
"2134","V restauraci jsem měl nespočetně krát jak žebra tak kolena","42","neutral","žebra","47","food","neutral"
